return_type,parameter,releases_and_transfers,units
Landfill gas flare,^Ruthenium 106,...,...
Landfill gas flare,^Water Abstracted from Sea Water Source,...,...
Landfill gas flare,^Niobium 95,...,...
Landfill gas flare,^PCBs (polychlorinated biphenyls),...,...
Landfill gas flare,^Phenols - total as C,...,...
Landfill gas flare,^Particulate matter - PM10,...,...
Landfill gas flare,^Iodine 123,...,...
Landfill gas flare,^Krypton 85,...,...
Landfill gas flare,^Methane,...,...
Landfill gas flare,^Chlorine and inorganic chlorine compounds - as HCl,...,...
Landfill gas flare,^Hydrochlorofluorocarbons (HCFCs),...,...
Landfill gas flare,^Net Energy Input Coal,...,...
Landfill gas flare,^Thorium 230,...,...
Landfill gas flare,^Nonylphenol and nonylphenol ethoxylates,...,...
Landfill gas flare,^Electricity Exported,...,...
Landfill gas flare,^Toluene,...,...
Emissions to sewer,*,^*,*-
Emissions to sewer,^Net Rated Thermal Input Capacity,...,...
Emissions to sewer,^Total Beta/Gamma (Excl Tritium),...,...
Emissions to sewer,^Alachlor,...,...
Emissions to sewer,^Cadmium,...,...
Emissions to sewer,^Short chain (C10-13) chlorinated paraffins (SCCPs),...,...
Emissions to sewer,^Plutonium 241,...,...
Emissions to sewer,^Chromium,...,...
Emissions to sewer,^Non-Haz Waste Transferred for Recovery at another Installation,...,...
Emissions to sewer,^Nitrogen - as total N,...,...
Emissions to sewer,^Net Energy Input Other solid fuels,...,...
Emissions to sewer,^Caesium 134,...,...
Emissions to sewer,^Technetium 99m,...,...
Emissions to sewer,^Chlordecone,...,...
Emissions to sewer,^Dichlorvos,...,...
Emissions to sewer,^Cobalt 57,...,...
Emissions to sewer,^Dichloromethane,...,...
Emissions to sewer,^Yttrium 90,...,...
Emissions to sewer,^Perfluoro octanyl sulphate (PFOS),...,...
Emissions to sewer,^Tributyltin and compounds - as TBT,...,...
Emissions to sewer,^Erbium - 169,...,...
Emissions to sewer,^Chlorfenvinphos,...,...
Emissions to sewer,^Selenium,...,...
Emissions to sewer,^Dieldrin,...,...
Emissions to sewer,^Cypermethrin,...,...
Emissions to sewer,^Fossil Fuel Energy Consumption,...,...
Emissions to sewer,^Gallium 67,...,...
Emissions to sewer,^Nitrous oxide,...,...
Emissions to sewer,^Tetrachloroethene,...,...
Emissions to sewer,^Carbon monoxide,...,...
Emissions to sewer,^Net Energy Input Peat,...,...
Emissions to sewer,^Trifluralin,...,...
Emissions to sewer,^Toxaphene,...,...
Emissions to sewer,^Net Energy Input Biomass,...,...
Emissions to sewer,^Americium 241,...,...
Emissions to sewer,^Gross Total Water Used,...,...
Emissions to sewer,^Total Annual NOx emission,...,...
Emissions to sewer,^Cobalt 60,...,...
Emissions to sewer,^Isoproturon,...,...
Emissions to sewer,^Zirconium 95,...,...
Emissions to sewer,^Radon 222,...,...
Emissions to sewer,^Chlorpyrifos,...,...
Emissions to sewer,^Chloride,...,...
Emissions to sewer,^Isodrin,...,...
Emissions to sewer,^Net Energy Input Liquid fuels,...,...
Emissions to sewer,^Hexachlorobenzene,...,...
Emissions to sewer,^Waste Transferred Directly Off-Site for Use under an exemption,...,...
Emissions to sewer,^Water Abstracted from Estuarine Water Source,...,...
Emissions to sewer,^Atrazine,...,...
Emissions to sewer,^Waste transfer,...,...
Emissions to sewer,^Iodine 125,...,...
Emissions to sewer,^Neptunium 237,...,...
Emissions to sewer,^Non-Haz Waste Transferred for Disposal at another Installation,...,...
Emissions to sewer,^Asbestos,...,...
Emissions to sewer,^Haz Waste Transferred for Disposal at another Installation,...,...
Emissions to sewer,^Iodine 129,...,...
Emissions to sewer,^Plutonium Alpha,...,...
Emissions to sewer,^Carbon 14,...,...
Emissions to sewer,^Particulate matter - PM2.5,...,...
Emissions to sewer,^Phosphorus 33,...,...
Emissions to sewer,^Aldrin,...,...
Emissions to sewer,^Benzene,...,...
Emissions to sewer,^Annual Operating Hours,...,...
Emissions to sewer,^Net Energy Input Other gases,...,...
Emissions to sewer,^Perfluorocarbons (PFCs),...,...
Emissions to sewer,^Fluorine 18,...,...
Emissions to sewer,^Hexabromocyclododecane,...,...
Emissions to sewer,^Simazine,...,...
Emissions to sewer,^Fluorine and inorganic fluorine compounds - as HF,...,...
Emissions to sewer,^Phosphorus - as total P,...,...
Emissions to sewer,^Phosphorus 32,...,...
Emissions to sewer,^Sulphur 35,...,...
Emissions to sewer,^Trichloroethene,...,...
Emissions to sewer,^Halogenated organic compounds (total),...,...
Emissions to sewer,^Chlorofluorocarbons (CFCs),...,...
Emissions to sewer,^Trichloromethane,...,...
Emissions to sewer,^Hydrofluorocarbons (HFCs),...,...
Emissions to sewer,^Heptachlor,...,...
Emissions to sewer,^Total Organic Carbon,...,...
Emissions to sewer,^Carbon dioxide,...,...
Emissions to sewer,^Iodine 131,...,...
Emissions to sewer,^Naphthalene,...,...
Emissions to sewer,^Dioxins and furans (PCDDs/PCDFs) - as WHO TEQ,...,...
Emissions to sewer,^Triphenyltin and compounds - as TPT,...,...
Emissions to sewer,^Other Alpha Particulate,...,...
Emissions to sewer,^Cerium 144,...,...
Emissions to sewer,^Zinc,...,...
Emissions to sewer,^Polychlorinated biphenyls (PCBs) - as WHO TEQ,...,...
Emissions to sewer,^Water Abstracted from Fresh Water Source,...,...
Emissions to sewer,^Chromium 51,...,...
Emissions to sewer,^Selenium 75,...,...
Emissions to sewer,^Strontium 90,...,...
Emissions to sewer,^Other Beta/Gamma,...,...
Emissions to sewer,^Net Energy Input Lignite,...,...
Emissions to sewer,^Benzo[ghi]perylene,...,...
Emissions to sewer,^HCH-gamma,...,...
Emissions to sewer,^Thorium 232,...,...
Emissions to sewer,^Non-methane VOCs,...,...
Emissions to sewer,^Octylphenols and octylphenol ethoxylates,...,...
Emissions to sewer,^Mirex,...,...
Emissions to sewer,^Nickel,...,...
Emissions to sewer,^Cobalt 58,...,...
Emissions to sewer,^Caesium 137,...,...
Emissions to sewer,^Copper,...,...
Emissions to sewer,^Net Water Used,...,...
Emissions to sewer,^Mercury,...,...
Emissions to sewer,^Annual energy input,...,...
Emissions to sewer,^Anthracene,...,...
Emissions to sewer,^Water Abstracted from Mains Water Source,...,...
Emissions to sewer,^Hexabromobiphenyl,...,...
Emissions to sewer,^Sodium 22,...,...
Emissions to sewer,^Hydrogen cyanide,...,...
Emissions to sewer,^Diuron,...,...
Emissions to sewer,^Thallium 201,...,...
Emissions to sewer,^Lead,...,...
Emissions to sewer,^Other Beta/Gamma Particulate,...,...
Emissions to sewer,^Chlordane,...,...
Emissions to sewer,^Strontium 89,...,...
Emissions to sewer,^hazardous waste,...,...
Emissions to sewer,^Di-n-octyl phthalate,...,...
Emissions to sewer,^Curium 242,...,...
Emissions to sewer,^Net Energy Input Natural gas,...,...
Emissions to sewer,^Water Abstracted from Borehole Source,...,...
Emissions to sewer,^Non-Fossil Fuel Consumption,...,...
Emissions to sewer,^Haz Waste Transferred for Recovery at another Installation,...,...
Emissions to sewer,^Arsenic,...,...
Emissions to sewer,^Xenon 133,...,...
Emissions to sewer,^Antimony 125,...,...
Emissions to sewer,^Total Alpha,...,...
Emissions to sewer,^Argon 41,...,...
Emissions to sewer,^Uranium Alpha,...,...
Emissions to sewer,^Endosulfan,...,...
Emissions to sewer,^Halons,...,...
Emissions to sewer,^Organotin compounds - as Sn,...,...
Emissions to sewer,^Dioxins and furans (PCDDs/PCDFs) - as ITEQ,...,...
Emissions to sewer,^Benzo[b]fluoranthene,...,...
Emissions to sewer,^Benzo[a]pyrene,...,...
Emissions to sewer,^Ethylbenzene,...,...
Emissions to sewer,^Mechanical Power Provided,...,...
Emissions to sewer,^Total Annual SO2 emission,...,...
Emissions to sewer,^Total Annual Dust emission,...,...
Emissions to sewer,^Sulphur oxides (SO2 and SO3) as SO2,...,...
Emissions to sewer,^Heat Exported,...,...
Emissions to sewer,^Tritium,...,...
Emissions to sewer,^Endrin,...,...
Emissions to sewer,^Waste Recovered to Quality Protocol and Transferred Off-Site,...,...
Emissions to sewer,^Indium 111,...,...
Emissions to sewer,^Samarium 153,...,...
Emissions to sewer,^Oxides Of Nitrogen (NOX),...,...
Emissions to sewer,^Chloroethene,...,...
Emissions to sewer,^Tetrachloromethane,...,...
Emissions to sewer,^Technetium 99,...,...
Emissions to sewer,^Pentachlorophenol,...,...
Emissions to sewer,^Ammonia,...,...
Emissions to sewer,^Fluoranthene,...,...
Emissions to sewer,^DDT (Dichlorodiphenyltrichloroethane),...,...
Emissions to sewer,^Pentachlorobenzene,...,...
Emissions to sewer,^Carbon Dioxide From Qualifying Renewable Fuel Sources,...,...
Emissions to sewer,^Ruthenium 106,...,...
Emissions to sewer,^Water Abstracted from Sea Water Source,...,...
Emissions to sewer,^Niobium 95,...,...
Emissions to sewer,^PCBs (polychlorinated biphenyls),...,...
Emissions to sewer,^Phenols - total as C,...,...
Emissions to sewer,^Particulate matter - PM10,...,...
Emissions to sewer,^Iodine 123,...,...
Emissions to sewer,^Krypton 85,...,...
Emissions to sewer,^Methane,...,...
Emissions to sewer,^Chlorine and inorganic chlorine compounds - as HCl,...,...
Emissions to sewer,^Hydrochlorofluorocarbons (HCFCs),...,...
Emissions to sewer,^Net Energy Input Coal,...,...
Emissions to sewer,^Thorium 230,...,...
Emissions to sewer,^Nonylphenol and nonylphenol ethoxylates,...,...
Emissions to sewer,^Electricity Exported,...,...
Emissions to sewer,^Toluene,...,...
Ambient air quality,*,^*,*-
Ambient air quality,^Net Rated Thermal Input Capacity,...,...
Ambient air quality,^Total Beta/Gamma (Excl Tritium),...,...
Ambient air quality,^Alachlor,...,...
Ambient air quality,^Cadmium,...,...
Ambient air quality,^Short chain (C10-13) chlorinated paraffins (SCCPs),...,...
Ambient air quality,^Plutonium 241,...,...
Ambient air quality,^Chromium,...,...
Ambient air quality,^Non-Haz Waste Transferred for Recovery at another Installation,...,...
Ambient air quality,^Nitrogen - as total N,...,...
Ambient air quality,^Net Energy Input Other solid fuels,...,...
Ambient air quality,^Caesium 134,...,...
Ambient air quality,^Technetium 99m,...,...
Ambient air quality,^Chlordecone,...,...
Ambient air quality,^Dichlorvos,...,...
Ambient air quality,^Cobalt 57,...,...
Ambient air quality,^Dichloromethane,...,...
Ambient air quality,^Yttrium 90,...,...
Ambient air quality,^Perfluoro octanyl sulphate (PFOS),...,...
Ambient air quality,^Tributyltin and compounds - as TBT,...,...
Ambient air quality,^Erbium - 169,...,...
Ambient air quality,^Chlorfenvinphos,...,...
Ambient air quality,^Selenium,...,...
Ambient air quality,^Dieldrin,...,...
Ambient air quality,^Cypermethrin,...,...
Ambient air quality,^Fossil Fuel Energy Consumption,...,...
Ambient air quality,^Gallium 67,...,...
Ambient air quality,^Nitrous oxide,...,...
Ambient air quality,^Tetrachloroethene,...,...
Ambient air quality,^Carbon monoxide,...,...
Ambient air quality,^Net Energy Input Peat,...,...
Ambient air quality,^Trifluralin,...,...
Ambient air quality,^Toxaphene,...,...
Ambient air quality,^Net Energy Input Biomass,...,...
Ambient air quality,^Americium 241,...,...
Ambient air quality,^Gross Total Water Used,...,...
Ambient air quality,^Total Annual NOx emission,...,...
Ambient air quality,^Cobalt 60,...,...
Ambient air quality,^Isoproturon,...,...
Ambient air quality,^Zirconium 95,...,...
Ambient air quality,^Radon 222,...,...
Ambient air quality,^Chlorpyrifos,...,...
Ambient air quality,^Chloride,...,...
Ambient air quality,^Isodrin,...,...
Ambient air quality,^Net Energy Input Liquid fuels,...,...
Ambient air quality,^Hexachlorobenzene,...,...
Ambient air quality,^Waste Transferred Directly Off-Site for Use under an exemption,...,...
Ambient air quality,^Water Abstracted from Estuarine Water Source,...,...
Ambient air quality,^Atrazine,...,...
Ambient air quality,^Waste transfer,...,...
Ambient air quality,^Iodine 125,...,...
Ambient air quality,^Neptunium 237,...,...
Ambient air quality,^Non-Haz Waste Transferred for Disposal at another Installation,...,...
Ambient air quality,^Asbestos,...,...
Ambient air quality,^Haz Waste Transferred for Disposal at another Installation,...,...
Ambient air quality,^Iodine 129,...,...
Ambient air quality,^Plutonium Alpha,...,...
Ambient air quality,^Carbon 14,...,...
Ambient air quality,^Particulate matter - PM2.5,...,...
Ambient air quality,^Phosphorus 33,...,...
Ambient air quality,^Aldrin,...,...
Ambient air quality,^Benzene,...,...
Ambient air quality,^Annual Operating Hours,...,...
Ambient air quality,^Net Energy Input Other gases,...,...
Ambient air quality,^Perfluorocarbons (PFCs),...,...
Ambient air quality,^Fluorine 18,...,...
Ambient air quality,^Hexabromocyclododecane,...,...
Ambient air quality,^Simazine,...,...
Ambient air quality,^Fluorine and inorganic fluorine compounds - as HF,...,...
Ambient air quality,^Phosphorus - as total P,...,...
Ambient air quality,^Phosphorus 32,...,...
Ambient air quality,^Sulphur 35,...,...
Ambient air quality,^Trichloroethene,...,...
Ambient air quality,^Halogenated organic compounds (total),...,...
Ambient air quality,^Chlorofluorocarbons (CFCs),...,...
Ambient air quality,^Trichloromethane,...,...
Ambient air quality,^Hydrofluorocarbons (HFCs),...,...
Ambient air quality,^Heptachlor,...,...
Ambient air quality,^Total Organic Carbon,...,...
Ambient air quality,^Carbon dioxide,...,...
Ambient air quality,^Iodine 131,...,...
Ambient air quality,^Naphthalene,...,...
